01001	43.20047
01003	37.70694
01009	39.26400
01013	34.27412
01015	41.50475
01017	37.24754
01021	42.32663
01025	39.39596
01031	33.15348
01033	47.33129
01035	57.77367
01039	43.24443
01043	41.13527
01045	60.61866
01047	27.39452
01049	52.74678
01051	45.40378
01053	38.51242
01055	58.09495
01059	79.31516
01061	28.31076
01069	43.83274
01071	39.88144
01073	38.83575
01075	56.70382
01077	28.86652
01079	46.80464
01081	35.07343
01083	52.08680
01089	27.97563
01093	27.97210
01095	40.44400
01097	53.79250
01099	33.59320
01101	34.00357
01103	33.71608
01111	44.33477
01113	48.06861
01115	23.37058
01117	25.69237
01121	28.92893
01123	50.41507
01125	27.03267
01127	32.73277
01129	62.37560
02020	26.78501
02090	38.75511
02122	32.08672
02170	45.07958
04001	33.71106
04003	38.12790
04005	33.53513
04007	60.60447
04009	64.11824
04012	74.61827
04013	56.08048
04015	60.59694
04017	46.57913
04019	42.39361
04021	44.82844
04023	32.85828
04025	39.32276
04027	47.02635
05005	28.46731
05007	23.41993
05009	46.81763
05017	56.55897
05019	59.56783
05021	91.49584
05023	29.00966
05027	92.83351
05029	42.97400
05031	35.56170
05033	42.18661
05035	31.08117
05045	37.99469
05049	61.19000
05051	77.20638
05055	69.34903
05059	37.35275
05061	91.38943
05063	31.05194
05067	44.78103
05069	45.92160
05071	67.52043
05083	47.05644
05085	40.22882
05091	36.48379
05093	24.67141
05103	31.06612
05107	60.52947
05115	40.66464
05119	44.03016
05123	42.70387
05125	45.65627
05131	39.53098
05139	44.47040
05143	26.65681
05145	78.49199
05149	53.24793
06001	47.62651
06005	48.43651
06007	79.15021
06009	48.16478
06011	53.47049
06013	43.72404
06015	50.35379
06017	58.53417
06019	68.07628
06021	70.34048
06023	35.90784
06025	32.18793
06027	65.05572
06029	87.29088
06031	63.79836
06033	54.23542
06037	61.21883
06039	53.35544
06041	28.21595
06043	44.43582
06045	58.23677
06047	60.79680
06053	48.67827
06055	48.12274
06057	50.20530
06059	56.76118
06061	53.48148
06063	43.41058
06065	61.13636
06067	63.65962
06069	44.37321
06071	83.76534
06073	46.27740
06075	30.92622
06077	85.35148
