fips	Anger	Anxiety	NegEmotions	NegEngagement	NegEngNoTired	NegRelations	NegRelNoHate	PosEmotions	PosEngagement	PosRelations	PosRelNoLove
1049	0.00841396380468675	0.00218586261210582	0.00218586261210582	0.000908097335176315	0.000578610691439776	0.00173583207431933	0.000924169854382976	0.00559323668391784	0.000827734739143013	0.00755408402713041	0.00447619659905494
1051	0.0109403332609365	0.00223756585161352	0.0024193996454241	0.00132839688256062	0.000823303010864569	0.00188400014142628	0.000995034927241228	0.00535399503997818	0.00091927084648682	0.00818252072147609	0.00509134622669623
1053	0.0121692592962704	0.00198749764054051	0.00246494120782119	0.00200970431808845	0.00124357394268457	0.00178763754260906	0.000788337052951823	0.00417485537901247	0.000821647069273731	0.00758358038262105	0.0045634722361014
1055	0.00954273979313073	0.00230796766961207	0.00240531052370455	0.00112729305223229	0.000794443293077353	0.00179927275467717	0.00097028844885732	0.00537897771162651	0.00092004697577733	0.00776230759085856	0.00458453441854915
1069	0.00937542693970969	0.00229955645614002	0.00230090913640834	0.000984751235335255	0.000656049930134064	0.00157722519285839	0.00098745659587189	0.00514289038014374	0.00098204587479862	0.00667141908334269	0.00440432695364229
1071	0.00823155557257169	0.00178988475822198	0.00230674987556951	0.000947586048470462	0.000660438761055171	0.00168459741950304	0.00110073126842528	0.00513993644473372	0.00120601860714422	0.00742754316780887	0.00491021861480149
1073	0.00912553744150797	0.00213474110855086	0.00221287070993364	0.00102530076891548	0.000717590338854091	0.00157340997246232	0.000858223621343084	0.00527795507187322	0.000926737271786439	0.00704608805085876	0.00451829494765918
1077	0.00829580323941099	0.00233255581472842	0.00245725862340365	0.000966957844317743	0.000656222976799145	0.00159864912104963	0.000881096894082341	0.00558709469031795	0.00104055294451952	0.0077172639794915	0.00465284577942322
1079	0.0123517527974627	0.00216679053311421	0.00258549401777396	0.00110956423434834	0.000806004207970021	0.0015178001318916	0.000774601446620539	0.00453246522144181	0.000753666272387552	0.00778788481467137	0.00502444181591701
1081	0.00954485667438831	0.00219036599323619	0.00235096149703212	0.000973757127894342	0.000666667188928468	0.00161378896497373	0.000941638027135156	0.00505601649511672	0.000965923200879907	0.00712887358313638	0.00457344659102749
1083	0.0171165313695417	0.00234118560345799	0.00226044180698465	0.00115771224372015	0.000805130999119893	0.00163256266583718	0.00079821010227932	0.00275759289669908	0.000534062539530817	0.00581739828876981	0.00352619694027151
1089	0.00872020304414611	0.00203223318928298	0.00208288396561812	0.000871055527722514	0.000586790966658007	0.00146025843611076	0.000856239314236727	0.00489761996481322	0.00106159892441181	0.00641886607038873	0.00420125793098125
1095	0.00790705026873222	0.00179102118242175	0.00194593740120139	0.000812519759721783	0.000558014543155232	0.0015365159658552	0.000894720202339551	0.00430287701549162	0.000787227315839393	0.00638318052481821	0.00390294024660133
1097	0.00971834557613896	0.00204251596762259	0.00205405560585775	0.000992971797405608	0.000684497565558514	0.00153392752150243	0.000850555774308318	0.00444332362971721	0.000922608149630267	0.00679797273887122	0.00438843998445245
1099	0.00957352335983019	0.00235006172973207	0.00236089150728844	0.000898871537178626	0.000671446208494878	0.00155948796811713	0.000693105763607615	0.00570729277220646	0.000801403539171305	0.00772163139769109	0.00462431501656956
1101	0.0108348388249175	0.00223538733047225	0.002184725514805	0.0011500754443224	0.000771417543716707	0.00155954826373601	0.000863862300140443	0.00465461960027305	0.000979809960739704	0.00687172689416433	0.00434699269895339
1103	0.00896167858041169	0.00332665298141131	0.0023043157237093	0.00102233725770201	0.000697785747320422	0.00163898512742704	0.000853976161691562	0.00524962068042224	0.000858033055571332	0.00746874163265637	0.00448489618408562
1111	0.0105941546726536	0.00244557591308183	0.00254580443410977	0.00110251373130738	0.000771759611915167	0.00171390770957784	0.000902056689251493	0.00412941506635128	0.000841919576634727	0.00919095537826244	0.00593352844485427
1115	0.00809330002853034	0.00193307597803746	0.00242216749055296	0.00108881086714761	0.000710347196748706	0.00150220964558333	0.000774394894816212	0.00613111146046219	0.00101311813306783	0.00759256348000256	0.00458232167082977
1117	0.00719284603421462	0.00224309127886111	0.0021733062168521	0.000847390038680863	0.000538341906926666	0.00157514854248913	0.000834928420464968	0.00667444271643338	0.00140567053475296	0.00717789209235555	0.00475286118754237
1121	0.00869636247482407	0.00232618247609201	0.00234934676699649	0.00106921490122259	0.000713216325216891	0.00178730791926147	0.000910722384507722	0.005272924113783	0.000775394158697338	0.00882803318101796	0.00484011762583087
1123	0.0104285172544558	0.00238065141364345	0.00200143260439051	0.000884843888256858	0.00057936206969199	0.00211730501832891	0.00140100282307336	0.00407660219946909	0.000926979311507184	0.00724729279905617	0.0045295579994101
1125	0.00919243120828723	0.00227010248691378	0.00229727182251485	0.000948836797144963	0.00064454023841301	0.00172713376467092	0.000983529948758633	0.00521484047629099	0.000991053764771236	0.00726215441127603	0.004664765927814
1127	0.00939653608995285	0.0017767274211099	0.00205442963365978	0.000935119695321001	0.000651750090678273	0.00152169477693145	0.000833106637649619	0.00448290714544795	0.000586575081610446	0.00648916394631846	0.0040833560029017
2020	0.00748650259124316	0.00216026189229245	0.00213151101637729	0.000721026868539157	0.000463396470632671	0.00145332859037838	0.000908753175985239	0.0055156582343918	0.00115229000726664	0.006591279239218	0.00436336822712515
2090	0.00856893060684159	0.00207496723050182	0.00210167795466213	0.000800670243732101	0.000538123369668605	0.00159352271453923	0.000860606502823519	0.00520207640048887	0.000823472081429923	0.0064828881980294	0.00393755162987536
2170	0.00669036398202306	0.00225440136356683	0.00246381667601448	0.000806704203602672	0.000537195801496136	0.00127105989642137	0.000834019244356713	0.00512794365089193	0.000894112334015602	0.0067632040907005	0.00449241370268124
4001	0.0102938022732147	0.00224067678791957	0.00247731592063715	0.000924371612178041	0.000591597831793946	0.00187092814304836	0.00100571631404971	0.00516908605529961	0.00093916155797289	0.00683295495722008	0.00458488319640309
4003	0.00818003935837991	0.00375081996624823	0.00188381989336234	0.000877433968188113	0.00062233335762863	0.00130633939033757	0.000798941472631349	0.00482168186991551	0.000852204237473439	0.00563183655619782	0.00380688603450306
4005	0.00458375791054382	0.00162819773678001	0.00135166389574171	0.00048938110050413	0.00033351657191891	0.000863120776574064	0.000607536468947764	0.00492314035181808	0.00106591226000215	0.00540414163895742	0.00381281508098252
4007	0.0103745417438301	0.00209789989543571	0.00216435491389193	0.000850372274084433	0.000566914849389622	0.00165980069793517	0.00093509454879877	0.00396273479723346	0.000914937576376028	0.00700958716000857	0.00416084004182572
4009	0.0106732976281561	0.00283091048201989	0.00237949502677888	0.000864575363427697	0.000596786534047437	0.00168324407039021	0.00100229533282326	0.00454475899005356	0.000895179801071155	0.00671002295332823	0.0042540168324407
4012	0.00866084902565448	0.00147628108391838	0.00155829669969162	0.00096778426612427	0.000606915556722	0.00123023423659865	0.000672528049340594	0.00444524637490978	0.000623318679876649	0.0066432648776327	0.00342825273932157
4013	0.00686181335553631	0.0019017569669923	0.00185956177604804	0.000676693264114066	0.000455561063908141	0.00121641084899497	0.000772843509195294	0.0059770172850946	0.0012630159886365	0.00680675581422503	0.00462299599152368
4015	0.00675653140633685	0.00336853807670928	0.00202056698165648	0.000825458588104503	0.000547526403557532	0.00138410227904391	0.000872707059477488	0.0061923290717065	0.00106170094496943	0.00677598665925514	0.00441078376876042
4017	0.00749651947310177	0.00179916467354443	0.00189911826651912	0.00104951272623425	0.000649698354335487	0.00129225716631564	0.000771070574376182	0.00546888944418663	0.000842465997929533	0.00700389105058366	0.00449077214150573
4019	0.00909641150752241	0.0022104975450483	0.00219543603872933	0.000838719175409108	0.000549301995162303	0.0015776189559984	0.000882279414272785	0.00556803215956455	0.00114659408398798	0.00706960527483484	0.0046197479087763
4021	0.00966612730945356	0.00213980279972221	0.00208868724684582	0.0011315925843671	0.000766733293145933	0.00158810734971146	0.000842525319824726	0.00519616034067635	0.00105403795241671	0.00725840850844817	0.00464975270648039
4023	0.00374326878417342	0.00123242756039125	0.000933517890893372	0.000473656860896637	0.000340297162197584	0.000735777647994776	0.000404677706397127	0.00263960231218126	0.000349494382797519	0.00383983960047274	0.0022119315542843
4025	0.00607600580530394	0.00255233190323887	0.00195633283135956	0.000702914935918726	0.000450411512336271	0.00124886828420511	0.000823479633665303	0.00633078403450425	0.00130573842465161	0.00699047766368364	0.0048453359660417
4027	0.00411647442063307	0.000971837736304338	0.000902104504656077	0.000426147526739374	0.000274505419821726	0.000691797933018464	0.000385746527451095	0.00226522315187566	0.000366929623672993	0.00334110729730597	0.00202392403283882
5007	0.00594762862039462	0.00215071660212783	0.00215851847613797	0.000851704579439981	0.00059294242477043	0.00146805262624082	0.000898515823500805	0.00683574194521524	0.00124960015395698	0.00718812658800644	0.00491388031405143
5009	0.00470768557039632	0.00217030100851376	0.00164865595898968	0.000470124550805652	0.000283362742951352	0.00107549041074718	0.000850088228854055	0.00772807480776414	0.00119785159520344	0.0128157240562089	0.00581537629284251
5019	0.00958787862197342	0.00223101244165834	0.00237472796704124	0.00112919341372278	0.000773326398488934	0.00176564788327562	0.000958103502552661	0.00494107663459301	0.00099916508123349	0.00743898933767674	0.0043525273401678
5027	0.0110757502202564	0.00255317618713703	0.00231943470521603	0.00108779689663232	0.000629303989787295	0.00183397162738012	0.00106082672564144	0.00431522735854145	0.000836075300717407	0.00679648308970279	0.00436017764352626
5031	0.0160927302431404	0.00251360733926316	0.00220651929575729	0.00100732402632398	0.000677192622738812	0.00177151709017854	0.000862480048682625	0.00349365555161572	0.000691771075033883	0.00650857354076747	0.00393994430090678
5033	0.00761963487414389	0.00230130590852034	0.00231231694157546	0.001453456363276	0.00089189367746482	0.00172873218965403	0.000957959875795547	0.00619921161003325	0.00115615847078773	0.00900702503908917	0.00517518553590698
5035	0.0099348061907268	0.00250786729246995	0.0022286186860279	0.00125124856348073	0.00088607730890266	0.0016486408111098	0.000767933667715639	0.00451630919264932	0.000622939198986113	0.00811432008334497	0.00450556886163232
5045	0.00824457051252669	0.00264907511550038	0.00225770776258928	0.00100486212233932	0.000673433913567754	0.00152080887287378	0.000872055783363479	0.00580939587219094	0.000953149919552266	0.00717506813670356	0.00448955942378503
5051	0.00564295778752173	0.00237923007566226	0.00185813069309646	0.000771364217613845	0.000521099382565797	0.00111762104418717	0.000805647071730016	0.00792619587165871	0.00114847561289172	0.0112859155750435	0.00603035403903446
5055	0.00770997860530234	0.00226764076626539	0.00230707799698305	0.00099579007562089	0.000561980537726641	0.0018732684590888	0.000966212152582646	0.00585642876157236	0.00099579007562089	0.00840998945054078	0.00527472960848689
5059	0.00644808151529916	0.00171427540285472	0.00184660543395228	0.000637590149833685	0.000427065100360299	0.00146164534348666	0.000908265213442325	0.00509470619725596	0.00126315029684032	0.00635785649409628	0.00463756608982803
5069	0.0121514952813353	0.00345011717118059	0.00232128974067403	0.00128099779491308	0.000935156057625534	0.00166834054067514	0.000885354847456127	0.00405603189490838	0.000735951216947905	0.00703580430337791	0.00432163834914522
5085	0.00833313234123634	0.00227925037987506	0.0023154289573334	0.00109741684956948	0.000795928704083355	0.00167627408890282	0.000976821591375027	0.00606594148718072	0.00083210728154169	0.00864668001254191	0.00523383420563903
5091	0.0127673094629819	0.00214625669489437	0.00250288545084359	0.00143299918299594	0.000940203083866115	0.00163400811816732	0.000849424855079042	0.00387104304184876	0.000732709989495662	0.00785231679008183	0.00468156294173335
5093	0.00945067224593146	0.00211005575302243	0.00189607826820889	0.000832134663163776	0.00055871898812425	0.00132547164203944	0.000659763911508422	0.00326910046242912	0.000689483006621414	0.00616968414545714	0.00376243744130479
5103	0.00945793056906374	0.0021734383993966	0.00169706833925488	0.00114130326908954	0.000774101347730295	0.00141918580417221	0.000764176971477343	0.00419801115499891	0.000932891367777535	0.00682797086203132	0.00438657430380501
5107	0.0147231753088806	0.00219075693873935	0.00288342273554664	0.0016752847178595	0.00112759548317466	0.00182026127998196	0.000998727427954703	0.00393047568420883	0.000660448783002304	0.00687833244736545	0.00420432030155125
5115	0.00719362107817646	0.00222008880355214	0.00206008240329613	0.000673360267744043	0.000480019200768031	0.00135338746883209	0.000746696534528048	0.00529354507513634	0.000820032801312052	0.00674693654412843	0.00455351547395229
5119	0.00975211190128131	0.00215264417724065	0.00199187491221313	0.000877256948437846	0.000599275388207611	0.00143664589798566	0.000847647997040084	0.00470513154938993	0.001026525215815	0.00650638354310011	0.00417192572215254
5123	0.0138367986017551	0.00259743412348736	0.00274308463508478	0.00151719282913981	0.000995278495915717	0.0020997948755295	0.000922453240117006	0.00347133719307189	0.000619014674289043	0.00654213547925087	0.00402966415419534
5125	0.0083645616470044	0.0021235253296322	0.00197547999074717	0.000842007864908628	0.000532037936618089	0.00169326856349757	0.000985426786953504	0.00578764746703678	0.000966921119592875	0.00914642609299098	0.0062734212352533
5131	0.00667982293735483	0.00316002962264786	0.00207442690275019	0.000868902952166156	0.000620644965832969	0.00156107988016292	0.00100565523277342	0.00632005924529572	0.00115503080082136	0.0072647019221059	0.00484313461473727
5139	0.01	0.0024606971975393	0.00229665071770335	0.00109364319890636	0.000717703349282297	0.00191387559808612	0.000929596719070403	0.00518113465481887	0.000915926179084074	0.00717703349282297	0.00453178400546822
5143	0.0058102633532516	0.00242592699193276	0.00197363551886055	0.000740113319572708	0.000536769053993136	0.00133967986734777	0.000874679377676837	0.00674848781392205	0.00117371506235268	0.0068748303906976	0.00466869462700158
5145	0.0064843503590048	0.00250468468802761	0.00213825859477912	0.000862724725876176	0.000593703037162099	0.00175791758659715	0.00107144844987848	0.00580715783224179	0.00109463997476762	0.00791294829217611	0.00518562496521271
5149	0.00420184722717723	0.00108349519694507	0.0011495619772466	0.00043604074999009	0.000264267121206115	0.000607814378774065	0.000369973969688561	0.00306549860599094	0.00034354725756795	0.00496822187867496	0.00286729826508635
6001	0.00986609750391519	0.00203249667358321	0.00198117407011866	0.000748389503650505	0.000514528638794296	0.00136087397443804	0.000838877071857029	0.00461582122157522	0.00114698637319748	0.00615628088800088	0.00404805949323141
6007	0.00714955024396135	0.00180078830288255	0.00189917349652157	0.000755191176001612	0.00051567411838385	0.00125186677423448	0.000754512657424791	0.00479034115235524	0.000831185256605548	0.00620708794075719	0.00392658700406229
6009	0.00713425112089909	0.00147741413024156	0.00158407236959055	0.000533291196744949	0.000375278990302001	0.000963874459301981	0.000576744553516759	0.00527760769519445	0.00084536530446977	0.00570424065259041	0.00349997037271129
6013	0.0097960295079607	0.00214799675750453	0.00196396323085253	0.000840044193084972	0.000567749689365178	0.0013915188086646	0.000791531953916503	0.00493823296516195	0.00103753595382887	0.0064687158653801	0.00413793750997631
6017	0.00547432261336381	0.00170377870676075	0.00174719814373223	0.000581820455417791	0.000390774932743292	0.0011289053612584	0.000717289098768798	0.00568099913334804	0.00109590658916008	0.00739519850498195	0.00508181090314166
6019	0.0101339924241762	0.00218193274287724	0.0022155552522058	0.00106869145900845	0.000692119354528515	0.00164935219511277	0.000858718888251556	0.00496604462782908	0.000956728502944323	0.00713351969169504	0.00442119186415968
6023	0.00387974545842753	0.00106892325239156	0.00111486938460561	0.000317568855008872	0.000209460308622873	0.000755408467872167	0.000437839612863295	0.0027473084350342	0.00051486695216332	0.00376488012789241	0.00220541434627438
6025	0.00649547039583713	0.00178860779015805	0.00167444133546711	0.000913331637527515	0.000606884838093941	0.00119173755335279	0.000638931562217713	0.00442445084933833	0.000624911120413563	0.00563221176475301	0.00333686514938781
6029	0.00984706322769553	0.00211319324064294	0.00212839392544869	0.00109892009566298	0.000740064713189902	0.00157729458807932	0.000859285770489927	0.00514379251720956	0.000925453457291441	0.00716160891201247	0.00455185996771494
6031	0.0110341394615672	0.00266668246922945	0.00242371806647743	0.00131556335148653	0.000871116273281619	0.00169482485822138	0.000897783097973914	0.00526521638646748	0.000811856662854298	0.00725041333578273	0.00455706404186099
6033	0.00597834285889749	0.00130701153614574	0.00193848901990155	0.000619462055946502	0.000416534830722648	0.000939873464194693	0.000538024156350087	0.00399179212775871	0.000544699394021924	0.00522003585937677	0.00314537199096974
6037	0.00809902574974596	0.00195586979886557	0.00200200998339887	0.000784389577627895	0.000540736685238263	0.00133850330966622	0.000800664877225278	0.00543587277878469	0.000989772651969386	0.00699403144767875	0.00427533507199733
6039	0.0113551229246433	0.00258588843738456	0.00233385925723893	0.00121181153741252	0.00082513663088773	0.00193337453262397	0.00100121181153741	0.00541690114586966	0.000790612085662302	0.00712931858905089	0.00456069242427904
6041	0.00480866600190133	0.00331239064296679	0.00156157139900639	0.000493593794441426	0.000371855414646455	0.000937385524421272	0.000678414789221063	0.00604375720054849	0.00135240272826776	0.00605150418835362	0.00437151454718303
6045	0.0078553227002216	0.0020742265201204	0.00203776550707141	0.000862910642159464	0.000627939669177075	0.00129639157507525	0.000789988616061481	0.00557853499649569	0.00100470347068332	0.00623078200770543	0.0041484530402408
6047	0.0068991939358158	0.00166663544494876	0.00144667340652913	0.000792830204413623	0.000493101712501156	0.00122912853336685	0.000625441510341539	0.00311330885147789	0.000533589230561912	0.00457871528875154	0.00273683536264428
6053	0.00829089139834732	0.00187114000737666	0.00187457329179386	0.000922082100620738	0.00059935336540348	0.00135075218356889	0.000770527117061266	0.00479286504641801	0.000911291778166665	0.00633244787293316	0.00405568983512387
6055	0.0060996835346408	0.00193958699499591	0.00198477888341836	0.000668107107218366	0.000451918884224489	0.00103819203132653	0.000652228876151019	0.00833484990796733	0.00125193744954081	0.00731375751009794	0.00501263540772244
6057	0.00612374854070117	0.001637952382637	0.00179007323026851	0.000576644143347366	0.000336080942441717	0.00111791134538508	0.000668624190752468	0.00591856228110518	0.00129125835780238	0.00629709555311848	0.00444688152262355
6059	0.00667670372678662	0.00205088634406368	0.00193179986091426	0.000753234037558497	0.000502441219430615	0.00122187972158254	0.000763501035656696	0.00632324092767675	0.00121738790991458	0.00717759420171282	0.00479976813695962
6061	0.00745223968265879	0.00278294575649289	0.00210499895202879	0.000842258339133832	0.00054468626847211	0.00144904660496143	0.000882365879092586	0.00658151792807036	0.00129637919479585	0.00732286052150152	0.00504578728513356
6063	0.00726274116203859	0.00168674026987844	0.00163098026095684	0.000697000111520018	0.000446080071372811	0.00157522025203524	0.000961860153897625	0.00575722092115535	0.000878220140515222	0.0076391212222594	0.00468384074941452
6065	0.00907496818650936	0.00205009139668739	0.0020764296746507	0.0010051488470562	0.000653876379002094	0.00148238699232611	0.000789718910454149	0.00503905651707765	0.000956623432765104	0.00707970048797386	0.00446920497049111
6067	0.0103003353651262	0.00200398978629264	0.00206381768766071	0.000958226060040203	0.000622000251767005	0.0015000359317279	0.000854734286796486	0.00495605938034668	0.0010207829534005	0.00679595977633741	0.00439563638378892
6069	0.00901934799290475	0.00197191501182921	0.00208576691782397	0.000851612256840792	0.000557874339374315	0.00160758891264599	0.000949524895996284	0.00540341145851123	0.000942693781636598	0.00764173993036817	0.00480682747109869
6071	0.0108283437807686	0.00218318981310322	0.00223828747646641	0.00118107351185344	0.000770155138490732	0.00164146958691629	0.000837153897140376	0.00500341881001169	0.000895888006285541	0.00741272943355745	0.00458809262357993
6073	0.00695981223826941	0.00181904957236816	0.00186292903427584	0.000767720361333751	0.000519801401555406	0.00125820574308015	0.000739860685734613	0.0050471405381241	0.000988347052347971	0.00645765718928291	0.00410133008484094
6075	0.00703690338301267	0.00165564585344169	0.00169240504971035	0.000601320663427238	0.000421236068888456	0.00119567455981527	0.000756717568948922	0.00419666646277262	0.000881726703330524	0.00565486147147417	0.00363406835723418
6077	0.0106717648189968	0.00214015697806669	0.00226854880882867	0.00117458005904852	0.000763315815762999	0.00162365833468174	0.000840116408593224	0.00483345410373122	0.000902553531771995	0.00725853541855737	0.00462562349183569
6079	0.00569795351428495	0.0018728606916763	0.00181714804681389	0.000703658336481479	0.000413647308430544	0.00112646388790311	0.000741054495361732	0.00672978222461354	0.00132260292529545	0.00679846904704666	0.00454706764507229
6081	0.00667334645961764	0.00204599356701558	0.00175620843164233	0.000662760706854708	0.000450640443567722	0.00111309417464343	0.000708500097925274	0.00560721957916077	0.00143603269414837	0.00728054455047388	0.00534813202168723
6083	0.00415454819599897	0.00138360328343057	0.00115473345179735	0.00041163339954359	0.000280998985662198	0.000829912747011193	0.000553275164674128	0.00387084929399264	0.000780483509326342	0.00427126765641446	0.0027929596150667
6085	0.00607894063617749	0.0019064212139051	0.00169725949969203	0.000617340894602214	0.00041547035866574	0.00113469754448966	0.000760755201225425	0.00556437365450023	0.00140237888956623	0.00627573904809546	0.00452097434234364
6087	0.00455552830982068	0.00134571139183542	0.00130561975914563	0.000407753659604634	0.000280641428828495	0.000887299312630511	0.000611008913706335	0.00388671285595698	0.000891028766834212	0.00450114043601671	0.00302955996480638
6089	0.00705772336988863	0.00215251211425657	0.00196038425571708	0.000751508968800476	0.000468417920598487	0.00136359772166964	0.000908781773357137	0.00566862195018278	0.00114511604182606	0.00660120717504038	0.00453625775737482
6093	0.0162572720379326	0.00217571194391918	0.00224965153998874	0.00109178892919733	0.000739395960695598	0.00180286759778118	0.000874689689673942	0.00342639234552131	0.000547467647493762	0.00681345511866519	0.00394711588379842
6095	0.0124757956808866	0.00213367716175186	0.00213829851146326	0.00127826533017233	0.000853101156723833	0.00162024520881569	0.000785167315966301	0.00408619741481697	0.000805501254696447	0.00660760581735502	0.0041296381021041
6097	0.0066176779507771	0.00175808484101787	0.00179761191818442	0.000728889246869965	0.000480042679299421	0.00120744033835178	0.000721182709812336	0.00579655885718519	0.00107866659009849	0.00670120686856302	0.00430845141115394
6099	0.00949563457399835	0.00196951963354285	0.00206968160862526	0.00100680742284036	0.000665618224850465	0.00153535139095454	0.000817656920095086	0.00499752388424149	0.000893077690177063	0.006975423603349	0.00446419129580465
6101	0.0115686419206455	0.00231717216441591	0.00275010454333014	0.00115120655302192	0.000728113546355743	0.00189407915774974	0.000932280520502792	0.0052714436818931	0.000821587582712223	0.00725161734681327	0.00458760731065358
6103	0.0087150634973167	0.00263463572592001	0.00271250673259745	0.000856581073451827	0.000506161543403352	0.00181050090525045	0.00103828008903252	0.00515246494182387	0.0012070006035003	0.00645680430367097	0.0042180128616946
6107	0.0106823965954429	0.00218189000195173	0.00247270499152049	0.00136698596701038	0.0008794431903804	0.00180554119192156	0.000904325756332807	0.00513280680787004	0.000871667388520273	0.00770270932264212	0.00472146688946931
6109	0.00639535116400994	0.00178893740319928	0.00201305484073655	0.000652341827117409	0.000528276817052135	0.00115260396447739	0.000816427808171482	0.00585106595856229	0.00119662703256506	0.00706370137952287	0.0052347430053348
6111	0.00833490580213892	0.00212443409598481	0.00212640481407014	0.00087031837443348	0.000587766668949415	0.00138689285255038	0.000792721349823645	0.00585746682911953	0.00111912153270628	0.00732614448221107	0.00460679986421752
6113	0.0076088028600888	0.00202831045342365	0.00196898610317997	0.000754474711994838	0.000503711047467851	0.00138884491122639	0.000865116444964655	0.00592952339981664	0.00117374864745941	0.00696678964640867	0.00458653657528169
6115	0.00681420753421263	0.0012566460647509	0.0013416024184242	0.000725668854292774	0.000446020856784827	0.00109735290161346	0.000523897514318685	0.00303718964382049	0.000594694475713102	0.00486729109586617	0.00280709951928863
8005	0.00573230090851963	0.00216958323126245	0.00187029364462291	0.000566626548370949	0.000387691848885386	0.00113857853422659	0.000777513872764648	0.00673028789315042	0.00133348954616622	0.00668874948076984	0.00467360393656339
8014	0.00519926401310175	0.00187943035008707	0.00155385973826096	0.000562349238608728	0.000350235052115962	0.00109016826081166	0.00075966476092758	0.00662486866185546	0.00168704771582618	0.00628943227391341	0.00460731744614519
8031	0.00694724325847903	0.00200362300293294	0.00193902379492622	0.000582300752821711	0.000395277316019535	0.00122047109094654	0.000818698935635514	0.00603202961423239	0.0014055390922631	0.0068654641529916	0.00477782726115909
8035	0.00535476028988131	0.00321908954233719	0.00179283548508221	0.000568423833432523	0.000378454510509904	0.00113684766686505	0.000746520073672478	0.00701253945944823	0.00144851608728497	0.00713423855694553	0.00492436104263476
8041	0.00775706554419723	0.00208632905435436	0.00210103532118487	0.000759496980313211	0.000498705848518916	0.00131016497163325	0.000816688017987398	0.0062864388611467	0.00128369369133834	0.0073943109623781	0.0050190854662867
8043	0.00871924045727572	0.00182135245107537	0.00251889168765743	0.00145320674287929	0.000949428405347801	0.00166634373183492	0.0010850610346832	0.00459213330749855	0.000910676225537687	0.00606471614028289	0.00401085061034683
8045	0.0074665968037726	0.00202602392804122	0.00197362675748843	0.000707361802462667	0.000471574534975111	0.00114400489040258	0.000716094664221465	0.00606933892236486	0.00128373067854336	0.00613046895467645	0.00413937647367042
8069	0.00507052635014579	0.00174479959963445	0.00167476282692894	0.000546694808303233	0.000369222986204796	0.00101519321989643	0.00071328713172897	0.00712063188128291	0.00149321119282823	0.00718862874798729	0.00520312024021933
