1073	15.10959
1089	5.39207
1097	12.2095
1101	13.04584
1125	7.33169
2020	5.22626
4013	6.08459
4015	7.83774
4017	13.05449
4019	7.6745
4021	5.8231
5051	13.455
5069	17.42183
5119	11.26649
6001	8.25923
6007	4.82493
6013	8.86223
6019	7.07647
6029	9.86188
6037	6.57862
6047	9.69676
6053	11.01171
6059	2.30549
6065	4.11898
6067	5.3545
6071	6.0873
6073	2.4184
6075	5.21686
6077	9.31126
6081	3.11012
6083	2.73227
6085	2.11955
6087	3.84284
6095	7.51401
6097	2.28047
6099	6.4476
6107	7.28708
6111	2.73865
8001	4.1152
8005	4.10511
8031	6.10254
8041	4.29012
8059	2.05549
9001	3.3758
9003	5.80339
9009	4.57428
10003	7.6936
11001	17.87095
12001	5.04944
12005	6.71878
12009	6.23378
12011	5.00725
12019	5.87306
12021	5.99289
12031	12.35017
12033	9.13055
12057	4.71509
12069	4.61736
12071	7.37246
12073	4.23555
12081	8.123
12083	4.14591
12086	8.58472
12095	6.34454
12099	7.81432
12101	3.57994
12103	4.80102
12105	5.64222
12111	5.46633
12115	4.35388
12117	4.26891
12127	5.28477
13021	13.83636
13051	9.44661
13063	7.08723
13067	3.59263
13089	11.20003
13121	10.656
13127	14.70839
13135	4.25848
13215	7.75705
13245	14.70047
15003	1.60329
17031	10.61833
17043	1.56676
17097	2.55051
17119	4.48901
17143	11.1905
17163	15.76622
17167	6.43549
17197	4.06704
17201	6.65814
18003	7.05351
18089	16.96353
18097	11.51659
18141	4.95338
20173	4.92596
20177	9.73792
20209	19.68147
21067	5.43228
21111	8.50727
22017	14.47716
22019	9.64018
22033	17.20062
22051	18.92329
22055	6.48515
22071	42.68745
22073	9.40952
22079	9.63165
22109	11.28409
24003	3.09994
24005	5.87102
24031	1.98725
24033	11.46679
24510	29.21075
25005	3.66298
25009	2.60106
25013	4.84923
25017	1.63285
25023	2.79764
25025	6.82923
25027	2.24873
26049	14.34433
26077	4.3322
26081	2.24978
26099	4.35647
26125	4.003
26145	6.42345
26161	2.65846
26163	19.6806
27053	3.05638
27123	3.50663
28047	6.12681
28049	17.17947
28151	26.60106
29095	17.03014
29189	8.58894
29510	31.68274
31055	7.03584
32003	6.66492
32031	4.74289
34001	6.63749
34003	1.27256
34005	2.31905
34007	8.31127
34011	6.24542
34013	14.5891
34017	4.84241
34021	4.82529
34023	1.60464
34025	2.38752
34031	4.38216
34039	5.02551
35001	7.90292
35031	17.59697
35045	8.58246
36005	8.35816
36007	6.27743
36027	3.97254
36029	7.28234
36047	8.21079
36055	5.42001
36059	2.83759
36061	3.11135
36067	5.5581
36071	3.46738
36081	3.9838
36085	4.45847
36103	3.15633
36119	2.5598
37051	9.2177
37063	9.6575
37067	4.8939
37071	5.47452
37081	4.96024
37085	10.02301
37119	6.23442
37133	6.05745
37147	8.87226
37155	21.36708
37159	7.57111
37183	2.5665
39035	8.04727
39049	8.11973
39061	8.69444
39095	6.88551
39099	9.81583
39113	9.24387
39151	3.13693
39153	4.97883
40109	8.35673
40143	9.40406
41039	3.00635
41051	3.38201
41067	2.03725
42003	7.936
42007	6.05286
42011	3.50675
42043	6.50404
42045	6.14575
42049	4.21727
42071	2.45793
42077	3.49675
42079	4.82007
42091	2.3949
42101	17.9185
42133	3.55762
44007	3.8868
45003	8.49918
45007	6.09501
45019	8.75605
45041	9.04221
45045	4.65844
45051	5.8346
45063	5.08909
45075	14.17382
45079	7.41528
45083	6.73989
45085	11.35343
45091	4.87484
47037	9.28204
47065	6.13887
47093	5.18554
47125	7.66541
47149	3.76467
47157	14.90834
48027	5.75135
48029	6.41074
48037	11.54238
48039	3.64161
48085	1.70351
48113	7.95893
48121	2.12082
48141	2.4727
48157	4.97065
48167	7.42109
48183	10.48852
48201	9.74493
48215	4.75774
48245	7.68189
48303	5.4591
48309	4.47922
48339	2.89466
48355	5.552
48439	4.79892
48453	3.52104
48479	5.11594
49035	2.74713
51041	3.52868
51059	2.1315
51087	5.38931
51153	2.60265
51550	7.36724
51650	9.71889
51700	12.18009
51710	11.52603
51730	35.05475
51740	14.67842
51760	15.03221
51810	3.71139
53033	2.25116
53053	3.06058
53061	2.27651
53063	2.5274
53077	10.14766
54039	7.26665
55079	9.35511
